world_portcode,port_city,port_country,port_latitude,port_longitude,region
32820,Ullapool,United Kingdom,57.9,-5.15,Europe
31830,Warkworth Harbour,United Kingdom,55.333333,-1.583333,Europe
33680,Warren Point,United Kingdom,54.1,-6.25,Europe
35110,Watchet Harbor,United Kingdom,51.183333,-3.333333,Europe
35460,Weymouth Harbour,United Kingdom,50.616667,-2.45,Europe
31700,Whitby,United Kingdom,54.483333,-0.616667,Europe
32430,Whitehall,United Kingdom,59.133333,-2.6,Europe
31360,Whitstable,United Kingdom,51.366667,1.033333,Europe
32380,Wick,United Kingdom,58.433333,-3.083333,Europe
31600,Wisbech,United Kingdom,52.666667,0.15,Europe
34610,Workington,United Kingdom,54.566667,-3.633333,Europe
35560,Yarmouth Harbour,United Kingdom,50.7,-1.5,Europe
7630,Brooklyn,United States,40.666667,-74.016667,North America
